id,y_tox,y_sev_tox,y_obs,y_threat,y_insult,y_hate
b1d866008a39ba98,0,0,0,0,0,0
b1d8b081424ae1ab,1,0,1,0,1,0
b1d8cf6c0a3f4b11,0,0,0,0,0,0
b1d923e9367d5075,0,0,0,0,0,0
b1d9338ed1ab1426,0,0,0,0,0,0
b1d9a19a883ac980,0,0,0,0,0,0
b1d9d704d6fbc926,1,0,0,0,0,0
b1d9e50d35d9e2a4,1,0,1,0,1,1
b1d9f1d6313753b9,0,0,0,0,0,0
b1da18f49b0c3c62,1,0,1,0,1,0
b1da1bbcf4bf049d,0,0,1,0,1,0
b1da276bf75aa986,0,0,0,0,0,0
b1da50f6a93c79b3,0,0,0,0,0,0
b1db226b27116669,0,0,0,0,0,0
b1db4719cb753f65,0,0,0,0,0,0
b1db579454cb43c8,1,1,1,0,1,1
b1db5b8fb5c429b3,0,0,0,0,0,0
b1db60e4446ced99,0,0,0,0,0,0
b1db7feb81d4c85b,0,0,0,0,0,0
b1dc45269ba36ee2,0,0,0,0,0,0
b1dca9b763069930,0,0,0,0,0,0
b1ddc4ddf62d54c6,0,0,0,0,0,0
b1ddeb8af9fc84e7,1,0,0,0,0,0
b1de14d02665cccd,1,0,1,0,1,0
b1de67859dd912ec,1,0,1,0,0,0
b1dfdd00040de835,1,0,1,0,1,0
b1e00a0728199780,1,0,1,0,1,0
b1e057a2df59e592,1,1,1,1,1,1
b1e0b786fc2f14b5,0,0,0,0,0,0
b1e1012363276dab,1,1,1,0,1,0
b1e102ec120610b5,0,0,0,0,0,0
b1e15c241c25256a,0,0,0,0,0,0
b1e1dcd14d411680,1,1,1,0,1,0
b1e1e8a230aa2e3c,0,0,0,0,0,0
b1e1e912f5db6981,0,0,0,0,0,0
b1e3008e739b6cb5,0,0,0,0,0,0
b1e3b5cbb9ebfaf4,1,0,0,0,0,0
b1e3cc7b41061965,1,1,1,1,1,1
b1e3f526fcf6b0a2,1,0,0,0,0,0
b1e41970d51129a6,1,0,0,0,0,0
b1e46d8e63d436f5,1,0,1,0,1,0
b1e4795d3fc91dab,0,0,0,0,0,0
b1e4c0cd45c4f14a,1,0,0,0,0,0
b1e4e55aeab97b69,0,0,0,0,0,0
b1e4fb1df688c5d6,1,0,1,0,1,0
b1e5b4807ea00a3e,1,0,1,0,1,0
b1e5e0a3ca914cdc,1,0,1,0,1,0
b1e6643805f2897d,1,0,1,0,1,1
b1e6652b07f71299,1,1,1,0,1,1
b1e7205b7501f364,0,0,0,0,0,0
b1e7fdbbf46cec2a,1,0,1,0,1,1
b1e888d935f7a3d0,0,0,0,0,0,0
b1e8e09c75ca154d,0,0,0,0,0,0
b1e9b9326fe45572,1,0,1,0,1,0
b1eb1317934cc671,0,0,0,0,0,0
b1eba322177f5fc5,0,0,0,0,0,0
b1ebe99757b0cf1f,1,0,0,0,0,0
b1ec59c821d6ffaa,1,1,1,0,1,1
b1ed83ab0d15f9f1,0,0,0,0,0,0
b1edc940185d9f31,1,0,1,0,1,0
b1edfdb22f980319,0,0,0,0,0,0
b1eec7e45e40fba1,0,0,0,0,0,0
b1eecfbf5a08762b,0,0,0,0,0,0
b1ef86188f5e958c,0,0,0,0,0,0
b1f064ed8590f277,1,0,0,0,1,0
b1f066cb3f80ec71,0,0,0,0,0,0
b1f09d00964d55a0,0,0,0,0,0,0
b1f0b24b75dc5de2,0,0,0,0,0,0
b1f0bd838623519d,1,1,1,0,1,1
b1f1e32e291f81cf,1,1,1,0,1,1
b1f212a10818b71e,0,0,0,0,0,0
b1f29e21f2103741,1,1,1,1,1,1
b1f350a7ae5f7b5e,0,0,0,0,0,0
b1f3b668c8f90bf6,0,0,0,0,0,0
b1f45fa4b5b1bcce,1,1,1,1,1,1
b1f4809c75782db9,1,0,1,0,0,0
b1f566ce2fefd4bd,1,0,1,0,1,1
b1f57d0197517a80,0,0,0,0,0,0
b1f58f6dc8c4aa1a,1,1,1,1,1,1
b1f5d3dcef4c609d,1,0,1,0,1,0
b1f71567a27f6448,1,0,1,0,0,0
b1f7fac032a03c1e,0,0,0,0,0,0
b1f8b56e8c89cf6b,1,0,1,0,1,0
b1f91ab216340d11,1,0,1,0,0,0
b1f91f0d5c6652f3,0,0,0,0,0,0
b1f95bc87fd35a4a,0,0,0,0,0,0
b1f9937ba102d7eb,1,0,1,0,1,1
b1f9adc829b6527d,0,0,0,0,0,0
b1f9b976c9c77335,1,0,0,0,1,0
b1f9ee939eee314d,0,0,0,0,0,0
b1fa493576c02af3,0,0,0,0,0,0
b1fa9f9d2a94efe9,0,0,0,0,0,0
b1fb543d62d2f594,1,0,1,0,1,0
b1fba188d9e2ff2e,0,0,0,0,0,0
b1fba29fc7565e11,0,0,0,0,0,0
b1fbc80933d71219,1,0,0,0,0,0
b1fbf6a78dbef761,1,0,1,0,1,1
b1fcd8b430c4b910,0,0,0,0,0,0
b1fd049e688916da,0,0,0,0,0,0
b1fd866e6d89d330,0,0,0,0,0,0
b1fe3c3f792fd6c0,0,0,0,0,0,0
b1fe60fb4f9dfad3,0,0,0,0,0,0
b1ff08f8b334605f,1,1,1,1,1,1
b1ff5764c38412dd,1,0,0,0,0,0
b1ff7cc0f19e6ded,0,0,0,0,0,0
b1ffbd1075e2c172,0,0,0,0,0,0
b1fff71073876304,1,0,1,0,1,1
b1fffc7913354901,0,0,0,0,0,0
b20025770005dc35,0,0,0,0,0,0
b2003dfb7bb04ee4,1,1,1,1,1,0
b2006974ce8730c3,0,0,0,0,0,0
b200f5fed25e0f4f,1,1,1,1,1,1
b2018d32497e670b,1,0,0,0,0,0
b20316a7d4550f25,1,0,1,0,1,0
b204321e7c5d5c05,1,0,1,0,1,0
b204b90e3dbfecfa,1,0,1,0,1,0
b20532db0f7a3098,1,0,1,0,1,0
b20634c3e3c24e67,0,1,0,0,0,0
b20635cd52bd6c24,0,0,0,0,0,0
b2064227732f28c0,0,0,1,0,0,0
b2070ab9bc50be50,0,0,1,0,0,0
b207741fb7498ede,0,0,0,0,0,0
b207ef574bd616fa,0,0,0,0,0,0
b2081b6cf4e80951,0,0,0,0,0,0
b20849213a12d5a4,0,0,0,0,0,0
b208d2c7cae0ef5b,0,0,0,0,0,0
b208d7f0a528a578,1,0,1,0,1,0
b2090f5a43e8495a,0,0,0,0,0,0
b20954a83cfc72e4,0,0,0,0,0,0
b20989f3ec011197,1,0,1,0,0,0
b20a1ad3aa232135,1,0,1,0,1,0
b20a3b21f00fb464,0,0,0,0,0,0
b20a3b38e1ad8746,0,0,0,0,0,0
b20b70959b464df6,0,0,0,0,0,0
b20bf4bbaf3a10b1,0,0,0,0,0,0
b20bf6eae1e70079,1,1,1,0,1,1
b20c47fc44369147,0,0,0,0,0,0
b20c77d6a0781cc3,0,0,0,0,0,0
b20d32534deba488,1,0,0,0,0,0
b20d752d3e37c768,0,0,0,0,0,0
b20daf5062a18e6c,0,0,0,0,0,0
b20dbdefa4037336,0,0,0,0,0,0
b20ead9f29610303,0,0,1,0,0,0
b20edd7ad8e22472,1,0,1,0,1,1
b20efa285a2505a4,1,0,0,0,1,0
b20fcc76365160b7,1,1,1,1,1,1
b20fe5be4a30cc97,1,0,1,0,1,1
b20fffadf9d4c861,0,0,0,0,0,0
b210535d7253b423,1,0,1,0,1,0
b210e8e36e3f233f,1,1,1,0,1,1
b2113e63828a33bd,1,0,1,0,1,1
b2113f0e06bf1058,1,0,1,0,1,0
b21145e7025ea830,0,0,0,0,0,0
b21299e0179dfd11,1,0,0,0,0,0
b212adae3285ebdd,0,0,0,0,0,0
b212eeaf9a0a3a96,0,0,0,0,0,0
b2135fd97ff8a4a3,0,0,0,0,0,0
b213c10c5e8c28e4,1,0,1,0,0,0
b2140642d95613d5,1,0,1,0,1,0
b21440f5cf1e5f12,1,0,1,1,1,1
b214a5edd3eebf13,1,0,1,0,1,1
b215c4842e696e8e,1,0,0,0,0,0
b216c3d7408a470c,0,0,0,0,0,0
b216cefc28fc15f2,0,0,0,0,0,0
b2170736567c27c3,1,0,0,0,1,0
b217354c6bc8d5bc,1,0,0,0,0,0
b21788cb047ed534,1,0,1,0,1,1
b217cd386a1aee5e,1,1,1,0,1,1
b217d914280dc8ba,0,0,0,0,0,0
b218ae4be962674b,0,0,0,0,0,0
b218dbf6d1b4c7f2,1,0,1,0,1,0
b218de83b9b01c02,0,0,0,0,0,0
b218f9a5ee60c535,1,0,1,0,1,0
b219227916ffc712,1,0,0,0,0,0
b219f7dd532124df,1,1,1,0,1,0
b21a726cae657e9d,1,1,1,1,1,0
b21a84d8ed64a61a,0,0,0,0,0,0
b21ae31dea58cbdc,1,0,0,0,0,0
b21aeb86f15c232d,1,0,1,0,1,1
b21d2132e5136e7d,0,0,0,0,0,0
b21d81043e544489,0,0,0,0,0,0
b21dc4a68be186cb,0,0,0,0,0,0
b21dcdd946b6c5e7,1,0,0,0,1,0
b21dcde565ac871e,0,0,0,0,0,0
b21de3254343f65c,0,0,0,0,0,0
b21e6f8f12ab0837,0,0,0,0,0,0
b21fae22877095c5,0,0,0,0,0,0
b2202d4e908a81c9,0,0,0,0,0,0
b22062f29b2dde6a,1,0,0,0,0,0
b2211dfb8eddb6ce,0,0,0,0,0,0
b2212f8bf0f219a1,1,0,1,1,1,1
b22193ea4c39cf35,0,0,0,0,0,0
b221bdaadd184450,0,0,0,0,1,0
b221cbbf4f66babd,1,0,1,0,1,1
b221ea269d649b6e,0,0,0,0,0,0
b222df1dc7e18e98,0,0,0,0,0,0
b2245f26200f51e1,1,0,1,0,1,0
b2258736960acc98,0,0,0,0,0,0
b225922dd8144d2c,0,0,0,0,0,0
b225a2c52995a39f,1,1,1,0,1,1
b225a2f1e59f80a1,0,0,0,0,0,0
b225ab55d67b8f81,1,0,0,0,1,0
b226c2850fa35ab6,1,0,1,0,1,0
b226dead7d406cb3,0,0,0,0,0,0
b226e1078ebc33e0,1,0,1,0,1,1
b226e5d97e8343ee,0,0,0,0,0,0
b22718d33e8c1cc6,1,0,1,0,1,0
b2272227aed3a4c9,0,0,0,0,0,0
b227bf4cf2db7e07,0,0,0,0,0,0
b227dc8921740671,1,0,0,0,0,0
b227fec01c786bc6,0,0,0,0,0,0
b228388b79ab047f,1,1,1,0,1,0
b228a80c977c2f10,1,0,0,0,0,0
b228e501bcf15f6c,1,0,1,0,1,0
b228f4be5c56292f,1,0,0,0,0,0
b2298f81d750d6cb,1,0,1,0,0,0
b229d5473ebad894,0,0,0,0,0,0
b22a6cd9f6bc1e48,0,0,0,0,0,0
b22adcbc5ec3a777,0,0,0,0,0,0
b22afae8c25bc3b6,0,0,0,0,0,0
b22b18104658c35e,1,0,1,0,1,0
b22b1e392306a627,1,1,1,1,1,1
b22b250d29f5be0f,0,0,0,0,0,0
b22b544fa65c3cbc,0,0,0,0,0,0
b22bcd2c43185bb8,1,1,1,1,1,1
b22c466f5bbb4e4e,0,0,0,0,0,0
b22c77878a56cf0a,1,1,1,0,1,1
b22dc0c4997eb210,1,0,1,0,1,0
b22eac5ca4067287,1,0,1,0,1,0
b22eb233df6e205d,1,0,1,1,1,0
b22f5a8349252d4c,0,0,0,0,0,0
b23003190ec1e613,1,0,1,1,1,1
b230814d1490658b,0,0,0,0,0,0
b23218b46ca8e898,0,0,0,0,0,0
b23248a11149a792,0,0,0,0,0,0
b232c6573372cc6c,1,0,0,0,0,0
b2331d5f9b2d7e9d,0,0,0,0,0,0
b2338706cde798a1,1,0,1,0,1,0
b2338f36a0df137d,0,0,0,0,0,0
b235813b31d381a1,1,1,1,0,1,0
b235dae65d8348f4,1,0,0,0,0,0
b235fdbfac866b55,1,0,1,0,1,0
b236902f590440c0,1,0,1,0,0,0
b2383c217617f52d,1,1,1,0,1,1
b2389202eb557685,1,0,1,0,0,0
b239aac9f03831ec,1,0,1,0,1,0
b239ce3343a8d19c,1,0,1,0,1,0
b23a861b5ff429de,0,0,0,0,0,0
b23ad0472c1eb361,1,0,1,0,1,0
b23aec85c1e0246d,0,0,0,0,0,0
b23ca15e2f0f513f,1,0,1,0,1,0
b23cb213140e7b53,0,0,0,0,0,0
b23ccebfbb7a8211,1,0,1,0,1,0
b23cefedec10900f,0,0,0,0,0,0
b23d25168fc82502,1,0,0,0,0,0
b23f03fd970841b4,1,0,0,0,0,0
b23f4e93e99aa7b8,0,0,0,0,0,0
b23f66582ab53c5a,0,0,0,0,0,0
b23f75cd56c15665,0,0,0,0,0,0
b23f8bb618679d2d,1,0,1,0,1,0
b23fae112760e05f,1,0,1,0,1,0
b240c04092973b57,0,0,0,0,0,0
b2410003cb3d7faa,0,0,0,0,0,0
b241505eab8a9ab5,0,0,0,0,0,0
b241cd9218b0770a,0,0,0,0,0,0
b241da74d1bccf79,0,0,0,0,0,0
b242137827706c20,1,1,1,0,1,1
b2424cba342c616e,0,0,0,0,0,0
b2426670ac1f550b,1,0,1,0,1,0
b2436bde48fd820d,1,0,1,0,1,0
b24374465b631330,1,1,1,1,1,1
b243a0ce22934558,1,0,0,0,0,0
b243b14a905a06ca,0,0,0,0,0,0
b2448dfdfdc190bf,0,0,0,0,0,0
b244fd30657a508f,0,0,0,0,0,0
b245c42cd3e0d0c5,0,0,0,0,0,0
b2461b1279dd2334,1,0,1,0,1,0
b2466c2c136c31d5,1,0,1,0,1,0
b246d63addd6ef48,1,1,1,0,1,0
b248c76e5e087e6c,0,0,0,0,0,0
b2493b0f7f7b5695,1,0,1,0,1,0
b249d61ba8baba9d,0,0,0,0,0,0
b24a037af9f5b06f,0,0,0,0,0,0
b24a9aa95d6ba799,0,0,0,0,0,0
b24a9f4ca278fafa,0,0,0,0,0,0
b24af0dd5bbc46f7,1,0,1,0,1,1
b24bbdac2d2a8e3f,0,0,1,0,0,0
b24c68095992d61f,0,0,0,0,0,0
b24cd6fa4d3f09d3,1,0,0,0,0,0
b24d932177991f9f,0,0,0,0,0,0
b24de718e1c0f518,1,0,1,0,1,0
b24e82633d0626cd,1,0,0,0,0,0
b24ed0fc100d0ffc,1,0,1,0,1,0
b24f45a33296878b,1,0,0,0,0,0
b24f68137e81cf43,0,0,0,0,0,0
b24f888feadd46cf,1,1,1,1,1,1
b24fa525f0c580d6,0,0,0,0,0,0
b25002a57b0bd883,0,0,0,0,0,0
b2509bd597e960ae,0,0,0,0,0,0
b251ee1d38701589,1,1,1,0,1,0
b2525d14c55a2c3f,1,0,1,0,1,0
b2525d436c0464d0,0,0,0,0,0,0
b2530216ddab13ff,1,1,1,0,1,1
b254066d7c19c04c,1,0,1,0,1,0
b254c03c87d4f6d2,0,0,0,0,0,0
b2551bdcf50f47cb,1,0,0,0,0,0
b255258dbd38fd3b,0,0,0,0,0,0
b2559a7ebadc8059,1,0,0,0,0,0
b25616091d8bda97,0,0,0,0,0,0
b25668dfd758fcb9,1,1,1,0,1,0
b256792d475f7a17,1,0,1,0,0,0
b2570dafbc121595,0,0,0,0,0,0
b25750a57abbfc36,1,0,1,0,0,0
b2579a9303114301,1,1,1,1,1,1
b257a354207e2f8c,0,0,0,0,0,0
b257c9421e2dcd46,1,0,1,0,1,1
b257e0720ef64ff3,0,0,0,0,0,0
b257e58be7b09a95,1,0,1,0,1,0
b25870616746534e,1,0,1,0,1,0
b258e21eafa3d43c,0,0,0,0,0,0
b258f828e8deb494,0,0,0,0,0,0
b25905a8e9d9721b,0,0,0,0,0,0
b2596a4778fa0305,0,0,0,0,0,0
b25ac95858bb112c,1,0,1,0,1,0
b25af401dd79f2b1,0,0,0,0,0,0
b25b0b54295cf0f5,1,1,1,0,1,1
b25b1220be2a5aee,0,0,0,0,0,0
b25b4fa1e69b058f,0,0,0,0,0,0
b25bd30cc966929b,1,0,0,0,0,0
b25c0bcfd17f1f62,0,0,0,0,0,0
b25c63cefdcbd983,1,0,1,0,1,0
b25cb09f5aec2de0,0,0,0,0,0,0
b25cb857bc61ad4a,1,0,0,0,1,0
b25d6b54bebb1a4c,0,0,0,0,0,0
b25e7592dd2540a4,1,1,1,0,1,0
b25e7e5811135e24,0,0,0,0,0,0
b25f8e015ddcddf5,1,0,1,0,1,0
b2601ed87abba10c,0,0,0,0,0,0
b260cc46d64a300b,0,0,0,0,0,0
b26101dbadbedfd9,1,0,0,0,0,0
b26147ee82ff8429,0,0,0,0,0,0
b26152d9cc12d8b2,0,0,0,0,0,0
b261c18cfa34cbe3,0,0,0,0,0,0
b2628051284d56a4,0,0,0,0,0,0
b263c0843e010734,0,0,0,0,0,0
b2641c0cfb3b17c5,1,1,1,1,1,1
b2642f1acee7667a,0,0,0,0,0,0
b264b4e9ca18cd05,1,0,1,0,1,0
b264f9d65732f76b,1,0,1,0,1,0
b2652b4ba1633a1b,0,0,0,0,0,0
b265d71ad738a2a1,0,0,0,0,0,0
b265f77f0afac320,1,0,1,0,1,0
b2661c8cb3099e61,0,0,0,0,0,0
b26681ca1aa12f23,0,0,0,0,0,0
b2668de486004259,0,0,0,0,0,0
b26802adad5bebba,0,0,0,0,0,0
b26873ff0ccef600,0,0,0,0,0,0
b26a0bf8ab7ac1c2,1,0,1,0,1,0
b26a1080be7d5742,0,0,0,0,0,0
b26b40f4d2175286,0,0,0,0,0,0
b26c0e6deaabae98,0,0,0,0,0,0
b26c1e4db8f06ce0,0,0,0,0,0,0
b26c2769df6e5747,1,0,1,0,1,0
b26c50167f64e9ae,1,0,0,0,0,0
b26e17bc1f7ece0e,0,0,0,0,0,0
b26e659faf65821f,1,0,0,0,0,0
b26e8e8e2ae1c311,0,0,0,0,0,0
b26eadf1cba78796,0,0,0,0,0,0
b26eb60d60ad302a,1,1,1,1,1,1
b26ebe5b6ca96d67,1,0,0,0,0,0
b26ef9662944ac49,1,0,1,0,0,0
b26f5393be3bc327,0,0,0,0,0,0
b26faba9a45ccb89,0,0,0,0,0,0
b26ffec51d2b0bf1,0,0,0,0,0,0
b270710331b846e8,0,0,0,0,0,0
b270abb52cd23551,0,0,0,0,0,0
b270e682ac80d0d7,0,0,0,0,0,0
b2712727859cf5c9,1,0,1,0,1,0
b271c9a53a3afe11,0,0,0,0,0,0
b27210b5e4902d33,1,0,1,0,0,0
b2727a094c6afe9c,1,1,1,0,1,0
b2727ef9389439ea,0,0,0,0,0,0
b2729670daf2fdf3,1,1,1,0,1,1
b27489fc44618718,1,0,1,0,1,0
b275345b491ebee2,0,0,0,0,0,0
b2754ac1233758a8,1,1,1,1,1,1
b275564f85bcc8b5,1,0,1,0,1,0
b2763d0c4a1e0c63,0,0,0,0,0,0
b27684a396c077b0,1,0,0,0,1,0
b278524827125f95,0,0,0,0,0,0
b2786525eb190c32,1,0,1,0,1,0
b278720d1a458376,0,0,0,0,0,0
b278a2e26cff848e,0,0,0,0,0,0
b278b3d012269868,0,0,0,0,0,0
b279016cdc0ce9c6,1,0,0,0,0,0
b27909d7b9e6dd7e,1,0,1,0,1,0
b279110e3e69756f,1,0,0,0,0,0
b27a36ff23989d56,0,0,0,0,0,0
b27ad6cfca4f2e6a,1,0,1,0,1,0
b27c86d35235f658,0,0,0,0,0,0
b27cd34957e28181,0,0,0,0,0,0
b27d1930488750af,0,0,0,0,0,0
b27d35c9391affd9,0,0,0,0,0,0
b27ddd18b76dd985,0,0,0,0,0,0
b27de4feaa2747db,1,0,0,0,1,0
b27e81caa0a82930,0,0,0,0,0,0
b27ec808f5217b35,0,0,0,0,0,0
b27ecfa99168a0c0,1,0,0,0,0,0
b27f6bda4f48c2b3,0,0,0,0,0,0
b280655ae98d328e,0,0,0,0,0,0
b2807f580f7b5393,0,0,0,0,0,0
b280f3f617fb05e6,1,0,1,0,1,1
b281a42c29e407ba,0,0,0,0,0,0
b281f3bce012b450,0,0,0,0,0,0
b28231cb18075a06,1,0,0,0,0,0
b282ef7cf65769a5,1,1,1,1,1,1
b2840fae3334b1d3,0,0,0,0,0,0
b284168c61a75aef,1,0,1,0,1,0
b28451636ed3a2dd,1,0,1,0,1,0
b284c8ed8d222195,0,0,0,0,0,0
b284eba046540532,1,1,1,1,1,1
b28521478e341465,1,0,1,0,1,0
b28537858ccac31b,1,0,1,0,1,0
b285b2cccc30d421,0,0,0,0,0,0
b2865a29a0eebab7,0,0,0,0,0,0
b287221057d59bb9,0,0,0,0,0,0
b28828cd8d70cd57,0,0,0,0,0,0
b2885565de5792e9,0,0,0,0,0,0
b28888046df5e5ff,0,0,0,0,0,0
b289ecc99860ab27,0,0,0,0,1,0
b28a5f618a476199,1,0,1,1,1,0
b28afa21a7bbd0ff,1,0,1,0,1,0
b28c324977769ae6,0,0,0,0,0,0
b28c41e9cb3202fd,1,0,0,0,0,0
b28ce0dfe271afe3,1,0,1,0,0,0
b28d4168821d2e25,0,0,0,0,0,0
b28dd25ba79046ea,1,0,1,0,0,0
b28de8316de1f37b,0,0,0,0,0,0
b28e1f61b8db5661,0,0,0,0,0,0
b28f53a5dcbca127,0,0,0,0,0,0
b28ff5c7c4175318,1,0,1,0,1,0
b290018986a4bd73,0,0,0,0,0,0
b2907ef08aca329b,0,0,0,0,0,0
b29096e36a808d14,1,0,0,0,0,0
b29121e236e31b7d,0,0,0,0,0,0
b2917e553e1f780c,1,0,1,0,1,0
b291900ff2dbc6ea,0,0,0,0,0,0
b291bdd69a8183d1,1,0,1,0,1,0
b292ed8e0b455170,1,1,1,1,1,1
b293252b670a9621,0,0,0,0,0,0
b2935ad0477fe479,1,0,0,0,0,0
b2935cb1375e6539,0,0,0,0,0,0
b2944aea373e446a,0,0,0,0,0,0
b2950058c68e5986,0,0,0,0,0,0
b295c635334cd8fa,0,0,0,0,0,0
b295ce142d609366,1,0,1,0,1,1
b295cfc96f927fc8,1,1,1,1,1,1
b2963e3962972946,0,0,0,0,0,0
b296d0e7f04b660a,0,0,0,0,0,0
b296f10d99da062f,0,0,0,0,0,0
b29808e829695c0d,0,0,0,0,0,0
b2981931349a9e7d,1,0,1,0,0,0
b2988f8b43969832,1,0,0,0,0,0
b298f0f7623fec1d,1,0,1,0,0,0
b299684589da5e2a,0,0,0,0,0,0
b29982db2b5fb5b7,1,0,0,0,1,1
b299a2e340de123d,1,0,1,0,0,0
b299bcd3383d1615,0,0,0,0,0,0
b29aa1ab4d24bb6a,1,1,1,1,1,1
b29b4578a39a4b78,0,0,0,0,0,0
b29b7cd76c28591e,0,0,0,0,0,0
b29b856e3358670b,1,0,1,0,1,1
b29c042348067c4b,1,0,0,0,1,0
b29c09c0d107717d,1,1,1,0,1,1
b29cc682c87de2fb,1,0,0,0,0,0
b29cc90dc6ba6c08,0,0,0,0,0,0
b29cdc4b942099ba,0,0,0,0,0,0
b29d220acf9d89bf,0,0,0,0,0,0
b29d239067d616d9,0,0,0,0,0,0
b29de73f18714df5,0,0,0,0,0,0
b29e5a4d713130f3,0,0,0,0,0,0
b29e8d74847c3937,0,0,0,0,0,0
b29ee0e21182eed2,1,0,1,0,1,0
b29ef84552558f21,1,0,0,0,1,0
b29f5d968f2b5e7e,0,0,0,0,0,0
b29f823ed66fee07,1,0,1,0,0,0
b29f8aedd852cb09,1,0,1,0,0,0
b2a1e9b5e00cb6d6,0,0,0,0,0,0
b2a2a41e6c5d2090,1,0,1,0,1,0
b2a2c3ad5679d026,0,0,0,0,0,0
b2a31bd8dc340581,0,0,0,0,0,0
b2a3418fbc39e5ef,0,0,0,0,0,0
b2a490a34ba7264a,0,0,0,0,0,0
b2a4fc470cb47140,1,0,1,0,1,0
b2a5bc193fdedf5c,1,1,1,1,1,1
b2a5f6dc3119bb81,1,1,1,0,1,1
b2a6342577cd6d38,1,0,0,0,1,0
b2a651ab8b3d45cc,0,0,0,0,0,0
b2a76f3b7918cc57,0,0,0,0,0,0
b2a7fb140b49c4db,1,1,1,0,1,0
b2a83a932c924dcb,0,0,0,0,0,0
b2a8e66766ddd1ed,0,0,0,0,0,0
b2a8e7e95540ddbc,0,0,0,0,0,0
b2aa2a4fd70d801f,0,0,0,0,0,0
b2aa7ce768203876,1,0,1,0,1,0
b2aacd850001e874,1,1,1,1,1,1
b2aae3b1ce364bf0,0,0,0,0,0,0
b2ab0ff714f488c7,1,0,0,0,0,0
b2ab7688b40cac85,0,0,0,0,0,0
b2abcd115372c2e3,1,0,0,0,0,0
b2abddd95ab8ab03,1,0,1,0,1,1
b2ac9aab3523ca03,1,0,0,0,0,0
b2ad77866fa6816a,1,1,1,0,1,0
b2adb14633714612,0,0,0,0,0,0
b2add91aaddaf19b,1,0,0,0,0,0
b2af9f01e3c342c3,1,0,0,0,0,0
b2afa9667c3f30b1,1,0,1,0,1,0
b2b02a19327776b9,1,0,1,0,0,0
b2b0920a19589eae,0,0,0,0,0,0
b2b097d95bff40f4,0,0,0,0,0,0
b2b13d06eff8f5d3,0,0,0,0,0,0
b2b1657328c60d45,0,0,0,0,0,0
b2b225db1e0f6ebb,0,0,0,0,0,0
b2b2e2b774e35c84,0,0,0,0,0,0
b2b2eab198f54bc4,0,0,0,0,0,0
b2b2eb39e02b1b87,0,0,0,0,0,0
b2b381f949c4ee32,0,0,0,0,0,0
b2b40eacda39c62e,0,0,0,0,0,0
b2b43b21a5f7b2be,0,0,0,0,0,0
b2b448fb959d24c9,0,0,0,0,0,0
b2b4560dac20a2e6,1,0,1,1,1,1
b2b5b2a9b86bf9ed,0,0,0,0,0,0
b2b5d13c76ba8293,1,0,0,0,0,0
b2b633a851a41eee,0,0,0,0,0,0
b2b6c50656e37dd8,1,0,1,0,0,0
b2b6cbba358a0898,0,0,0,0,0,0
b2b7411f414ef8a9,0,0,0,0,0,0
b2b764d12db65b25,0,0,0,0,0,0
b2b7a117a4600308,0,0,0,0,0,0
b2b7b228c8615afa,0,0,0,0,0,0
b2bad46c66c3ebce,0,0,0,0,0,0
b2bae701cc5232bf,1,1,1,0,1,1
b2bb130f3726ae1a,1,0,1,0,0,0
b2bb3f6ffd2a5040,1,1,1,0,1,1
b2bb9b9c8ebf08be,0,0,0,0,0,0
b2bc206998bc7567,0,0,0,0,0,0
b2bc26485421e536,0,0,0,0,0,0
b2be1be3e1acf344,0,0,0,0,0,0
b2be6b198598c1b0,0,0,0,0,0,0
b2be98c049593c65,0,0,0,0,0,0
b2bf4469e2176a2f,1,0,1,0,1,0
b2bf9cd46be193f2,0,0,0,0,0,0
b2bfbf81b8d42f3d,0,0,0,0,0,0
b2bfccf89417cd75,0,0,0,0,0,0
b2bfd00518dafff0,1,0,0,0,0,0
b2c00eebc5b06158,0,0,0,0,0,0
b2c02e47255b67f3,1,0,0,0,0,0
b2c0412fd3564106,1,0,1,0,1,1
b2c091d974f3a456,0,0,0,0,0,0
b2c0a9add0071243,0,0,0,0,0,0
b2c0c2b41e79db96,0,0,1,0,0,0
b2c1f9b541ecd4e8,1,0,1,0,1,0
b2c2055bd59364c9,1,0,1,0,1,0
b2c2c18d5a55156d,1,0,1,0,1,0
b2c2c8e0cd541051,1,0,0,0,0,0
b2c2e56085284a48,0,0,0,0,0,0
b2c305dc2a279b31,0,0,0,0,0,0
b2c3064858010866,1,0,1,0,1,0
b2c314e90e285a4e,1,0,1,0,0,0
b2c31bf53044c68c,1,0,0,0,0,0
b2c330fd38aa1f2c,1,0,0,0,0,0
b2c3a13df2834aff,0,0,0,0,0,0
b2c3ecb4fdc5f3fb,1,1,1,1,1,1
b2c4111a0724adbf,1,0,1,0,1,0
b2c475b9cace1e88,0,0,0,0,0,0
b2c4b1b316ca41b4,0,0,0,0,0,0
b2c51258adc11dd5,1,0,1,0,1,0
b2c62d17503611ee,1,1,1,1,1,1
b2c8d81d7b790f8b,1,1,1,0,1,0
b2c91a8b070198ef,0,0,0,0,0,0
b2c9e565077ad9ab,1,0,1,0,1,0
b2c9f7daef0396a6,1,0,1,0,0,0
b2ca64230e245949,0,0,0,0,0,0
b2ca64ffed3bf2e0,0,0,0,0,0,0
b2caf95bec5c07b7,1,0,1,0,1,0
